code,nav,navDate
VCBFBCF,14432.53,2017-01-18
DCDS,28556.33,2017-01-19
DCDS,28531.82,2017-01-20
DCDS,28655.0,2017-01-23
DCDS,28658.38,2017-01-24
DCDS,28705.19,2017-01-25
VCBFBCF,14461.33,2017-01-25
DCDS,28907.61,2017-01-27
VCBFBCF,14511.2,2017-01-31
DCDS,28903.72,2017-02-02
VCBFBCF,14510.68,2017-02-02
DCDS,29168.21,2017-02-03
DCDS,29038.17,2017-02-06
DCDS,29058.77,2017-02-07
DCDS,29133.62,2017-02-08
VCBFBCF,14767.08,2017-02-08
DCDS,29121.57,2017-02-09
DCDS,29163.28,2017-02-10
DCDS,29197.42,2017-02-13
DCDS,29376.6,2017-02-14
DCDS,29414.0,2017-02-15
VCBFBCF,15144.34,2017-02-15
DCDS,29456.58,2017-02-16
DCDS,29468.55,2017-02-17
DCDS,29320.36,2017-02-20
DCDS,29311.85,2017-02-21
DCDS,29498.89,2017-02-22
VCBFBCF,15314.31,2017-02-22
DCDS,29449.11,2017-02-23
DCDS,29491.7,2017-02-24
DCDS,29422.8,2017-02-27
DCDS,29621.94,2017-02-28
VCBFBCF,15209.31,2017-02-28
DCDS,29437.25,2017-03-01
DCDS,29486.64,2017-03-02
DCDS,29520.9,2017-03-03
DCDS,29586.18,2017-03-06
DCDS,29602.88,2017-03-07
DCDS,29646.01,2017-03-08
VCBFBCF,15320.6,2017-03-08
DCDS,29811.96,2017-03-09
DCDS,29888.43,2017-03-10
DCDS,29806.69,2017-03-13
DCDS,29732.83,2017-03-14
DCDS,29951.03,2017-03-15
VCBFBCF,15328.83,2017-03-15
DCDS,29884.62,2017-03-16
DCDS,29938.48,2017-03-17
DCDS,29832.83,2017-03-20
DCDS,30079.47,2017-03-21
DCDS,30280.13,2017-03-22
VCBFBCF,15603.15,2017-03-22
DCDS,30117.4,2017-03-23
DCDS,30295.62,2017-03-24
DCDS,30418.0,2017-03-27
DCDS,30442.63,2017-03-28
DCDS,30389.75,2017-03-29
VCBFBCF,15628.07,2017-03-29
DCDS,30380.15,2017-03-30
DCDS,30414.17,2017-03-31
VCBFBCF,15737.83,2017-03-31
DCDS,30427.99,2017-04-03
DCDS,30442.09,2017-04-04
DCDS,30480.84,2017-04-05
VCBFBCF,15750.42,2017-04-05
DCDS,30387.5,2017-04-07
DCDS,30414.87,2017-04-10
DCDS,30501.67,2017-04-11
DCDS,30583.53,2017-04-12
VCBFBCF,15793.71,2017-04-12
DCDS,30402.56,2017-04-13
DCDS,30302.08,2017-04-14
DCDS,30025.3,2017-04-17
DCDS,29788.53,2017-04-18
DCDS,29878.79,2017-04-19
VCBFBCF,15528.64,2017-04-19
DCDS,30121.76,2017-04-20
DCDS,30023.33,2017-04-21
DCDS,30060.18,2017-04-24
DCDS,30038.51,2017-04-25
DCDS,29892.52,2017-04-26
VCBFBCF,15485.82,2017-04-26
DCDS,30016.89,2017-04-27
DCDS,30198.55,2017-04-28
VCBFBCF,15894.26,2017-04-30
DCDS,30236.02,2017-05-03
VCBFBCF,15893.15,2017-05-03
DCDS,30320.35,2017-05-04
DCDS,30555.93,2017-05-05
DCDS,30551.33,2017-05-08
DCDS,30474.87,2017-05-09
DCDS,30655.36,2017-05-10
VCBFBCF,16028.36,2017-05-10
DCDS,30603.55,2017-05-11
DCDS,30581.46,2017-05-12
DCDS,30626.83,2017-05-15
DCDS,30738.03,2017-05-16
DCDS,30567.21,2017-05-17
VCBFBCF,16212.3,2017-05-17
DCDS,30752.5,2017-05-18
DCDS,30632.03,2017-05-19
DCDS,30744.23,2017-05-22
DCDS,30999.27,2017-05-23
DCDS,30997.06,2017-05-24
VCBFBCF,16513.95,2017-05-24
DCDS,31283.78,2017-05-25
DCDS,31193.01,2017-05-26
DCDS,31302.29,2017-05-29
DCDS,31389.67,2017-05-30
DCDS,31155.52,2017-05-31
VCBFBCF,16697.16,2017-05-31
DCDS,31194.35,2017-06-01
DCDS,31399.76,2017-06-02
DCDS,31387.61,2017-06-05
DCDS,31486.39,2017-06-06
DCDS,31710.18,2017-06-07
VCBFBCF,17004.72,2017-06-07
DCDS,31822.83,2017-06-08
DCDS,31964.51,2017-06-09
DCDS,31932.81,2017-06-12
DCDS,31811.43,2017-06-13
DCDS,31985.96,2017-06-14
VCBFBCF,17137.56,2017-06-14
DCDS,32111.3,2017-06-15
DCDS,32130.62,2017-06-16
DCDS,32137.57,2017-06-19
DCDS,32251.26,2017-06-20
DCDS,32308.06,2017-06-21
VCBFBCF,17443.27,2017-06-21
DCDS,32262.94,2017-06-22
DCDS,32361.98,2017-06-23
DCDS,32558.23,2017-06-26
DCDS,32577.0,2017-06-27
DCDS,32336.53,2017-06-28
VCBFBCF,17519.01,2017-06-28
DCDS,32466.19,2017-06-29
DCDS,32585.91,2017-06-30
VCBFBCF,17597.44,2017-06-30
DCDS,32774.24,2017-07-03
DCDS,32756.49,2017-07-04
DCDS,32703.16,2017-07-05
VCBFBCF,17607.08,2017-07-05
DCDS,32741.83,2017-07-06
DCDS,32844.3,2017-07-07
DCDS,32763.03,2017-07-10
DCDS,32440.08,2017-07-11
DCDS,32444.23,2017-07-12
VCBFBCF,17387.83,2017-07-12
DCDS,32654.0,2017-07-13
DCDS,32733.56,2017-07-14
DCDS,32554.52,2017-07-17
DCDS,32173.88,2017-07-18
DCDS,32194.92,2017-07-19
VCBFBCF,17091.09,2017-07-19
DCDS,32162.49,2017-07-20
DCDS,32058.77,2017-07-21
DCDS,31703.4,2017-07-24
DCDS,31766.5,2017-07-25
DCDS,32058.67,2017-07-26
VCBFBCF,17060.5,2017-07-26
DCDS,32335.65,2017-07-27
DCDS,32263.52,2017-07-28
DCDS,32516.68,2017-07-31
VCBFBCF,17418.45,2017-07-31
DCDS,32521.18,2017-08-01
DCDS,32598.69,2017-08-02
VCBFBCF,17382.6,2017-08-02
DCDS,32485.4,2017-08-03
DCDS,32608.5,2017-08-04
DCDS,32804.02,2017-08-07
DCDS,32989.3,2017-08-08
DCDS,32766.79,2017-08-09
VCBFBCF,17271.5,2017-08-09
DCDS,32336.12,2017-08-10
DCDS,32678.14,2017-08-11
DCDS,32706.16,2017-08-14
DCDS,32953.51,2017-08-15
DCDS,32882.22,2017-08-16
VCBFBCF,17224.63,2017-08-16
DCDS,32985.55,2017-08-17
DCDS,32740.25,2017-08-18
DCDS,32672.2,2017-08-21
DCDS,32635.14,2017-08-22
DCDS,32441.39,2017-08-23
VCBFBCF,17053.59,2017-08-23
DCDS,32474.12,2017-08-24
DCDS,32631.07,2017-08-25
DCDS,32649.78,2017-08-28
DCDS,32815.85,2017-08-29
DCDS,32790.49,2017-08-30
VCBFBCF,17141.56,2017-08-30
DCDS,32930.22,2017-08-31
VCBFBCF,17187.28,2017-08-31
DCDS,32994.92,2017-09-01
DCDS,33122.33,2017-09-05
DCDS,33138.49,2017-09-06
VCBFBCF,17234.7,2017-09-06
DCDS,33177.12,2017-09-07
DCDS,33214.76,2017-09-08
DCDS,33243.12,2017-09-11
DCDS,33021.69,2017-09-12
DCDS,33192.91,2017-09-13
VCBFBCF,17020.1,2017-09-13
DCDS,33566.32,2017-09-14
DCDS,33534.73,2017-09-15
DCDS,33564.98,2017-09-18
DCDS,33649.01,2017-09-19
DCDS,33683.06,2017-09-20
VCBFBCF,17157.95,2017-09-20
DCDS,33787.85,2017-09-21
DCDS,33827.54,2017-09-22
DCDS,34074.72,2017-09-25
DCDS,34129.03,2017-09-26
DCDS,34201.07,2017-09-27
VCBFBCF,17297.68,2017-09-27
DCDS,33969.64,2017-09-28
DCDS,34075.98,2017-09-29
VCBFBCF,17309.72,2017-09-30
DCDS,34215.69,2017-10-02
DCDS,34165.18,2017-10-03
DCDS,34042.3,2017-10-04
VCBFBCF,17181.32,2017-10-04
DCDS,34507.35,2017-10-05
DCDS,34344.5,2017-10-06
DCDS,34494.81,2017-10-09
DCDS,34662.32,2017-10-10
DCDS,34961.96,2017-10-11
VCBFBCF,17316.85,2017-10-11
DCDS,35024.02,2017-10-12
DCDS,35104.95,2017-10-13
DCDS,35308.13,2017-10-16
DCDS,35391.42,2017-10-17
DCDS,35633.38,2017-10-18
VCBFBCF,17429.67,2017-10-18
DCDS,35490.56,2017-10-19
DCDS,35533.9,2017-10-20
DCDS,35175.77,2017-10-23
DCDS,34792.37,2017-10-24
DCDS,34994.41,2017-10-25
VCBFBCF,17140.56,2017-10-25
DCDS,35248.07,2017-10-26
DCDS,35107.89,2017-10-27
DCDS,35279.82,2017-10-30
DCDS,35197.61,2017-10-31
DCDS,35069.14,2017-11-01
VCBFBCF,17048.45,2017-11-01
DCDS,35039.82,2017-11-02
DCDS,34382.72,2017-11-03
DCDS,34778.38,2017-11-06
DCDS,35137.69,2017-11-07
DCDS,35120.59,2017-11-08
VCBFBCF,17189.79,2017-11-08
DCDS,35626.1,2017-11-09
DCDS,35804.96,2017-11-10
DCDS,36198.8,2017-11-13
DCDS,36563.92,2017-11-14
DCDS,36851.94,2017-11-15
VCBFBCF,17698.23,2017-11-15
DCDS,37018.68,2017-11-16
DCDS,37395.54,2017-11-17
DCDS,37262.13,2017-11-20
DCDS,37600.08,2017-11-21
DCDS,37709.9,2017-11-22
VCBFBCF,18070.44,2017-11-22
DCDS,38151.59,2017-11-23
DCDS,38292.65,2017-11-24
DCDS,38478.37,2017-11-27
DCDS,38372.81,2017-11-28
DCDS,38478.07,2017-11-29
VCBFBCF,18238.36,2017-11-29
DCDS,38983.74,2017-11-30
VCBFBCF,18507.43,2017-11-30
DCDS,39133.5,2017-12-01
DCDS,39387.2,2017-12-04
DCDS,39753.69,2017-12-05
DCDS,39028.64,2017-12-06
VCBFBCF,18784.42,2017-12-06
DCDS,38847.32,2017-12-07
DCDS,39041.05,2017-12-08
DCDS,38879.85,2017-12-11
DCDS,38301.56,2017-12-12
DCDS,38387.2,2017-12-13
VCBFBCF,18450.69,2017-12-13
DCDS,38229.54,2017-12-14
DCDS,38766.28,2017-12-15
DCDS,39204.23,2017-12-18
DCDS,39612.9,2017-12-19
DCDS,39485.73,2017-12-20
VCBFBCF,18898.07,2017-12-20
DCDS,39425.58,2017-12-21
DCDS,39269.09,2017-12-22
DCDS,39684.5,2017-12-25
DCDS,39663.93,2017-12-26
DCDS,39833.3,2017-12-27
VCBFBCF,19097.23,2017-12-27
DCDS,39936.23,2017-12-28
DCDS,40334.81,2017-12-29
VCBFBCF,19361.76,2017-12-31
DCDS,40770.18,2018-01-01
DCDS,40768.7,2018-01-02
DCDS,41429.32,2018-01-03
VCBFBCF,19545.89,2018-01-03
DCDS,41533.55,2018-01-04
DCDS,41962.73,2018-01-05
DCDS,42075.96,2018-01-08
DCDS,42495.63,2018-01-09
DCDS,42833.37,2018-01-10
VCBFBCF,19899.91,2018-01-10
DCDS,42913.7,2018-01-11
DCDS,42926.38,2018-01-12
DCDS,42842.66,2018-01-15
DCDS,43181.96,2018-01-16
DCDS,43220.19,2018-01-17
VCBFBCF,20024.66,2018-01-17
DCDS,42408.05,2018-01-18
DCDS,42841.74,2018-01-19
DCDS,43288.05,2018-01-22
DCDS,44123.17,2018-01-23
DCDS,44315.76,2018-01-24
VCBFBCF,19961.38,2018-01-24
DCDS,44290.52,2018-01-25
DCDS,44840.82,2018-01-26
DCDS,44984.03,2018-01-29
DCDS,44680.67,2018-01-30
DCDS,44947.73,2018-01-31
VCBFBCF,20145.22,2018-01-31
VCBFBCF,19963.81,2018-01-31
DCDS,44872.67,2018-02-01
DCDS,44599.11,2018-02-02
DCDS,44783.01,2018-02-05
DCDS,43024.23,2018-02-06
DCDS,41722.22,2018-02-07
VCBFBCF,18607.79,2018-02-07
DCDS,42936.0,2018-02-08
DCDS,42485.69,2018-02-09
DCDS,42207.24,2018-02-12
DCDS,43382.85,2018-02-13
VCBFBCF,19620.19,2018-02-14
DCDS,44166.36,2018-02-16
DCDS,44157.54,2018-02-21
VCBFBCF,19614.87,2018-02-21
DCDS,44881.73,2018-02-22
DCDS,44391.29,2018-02-23
DCDS,45124.68,2018-02-26
DCDS,45146.83,2018-02-27
DCDS,45495.29,2018-02-28
VCBFBCF,20101.15,2018-02-28
VCBFBCF,20187.86,2018-02-28
DCDS,45717.84,2018-03-01
DCDS,45728.96,2018-03-02
DCDS,46097.62,2018-03-05
DCDS,45171.94,2018-03-06
DCDS,46186.47,2018-03-07
VCBFBCF,20429.56,2018-03-07
DCDS,45751.0,2018-03-08
DCDS,46231.94,2018-03-09
DCDS,46304.92,2018-03-12
DCDS,46391.1,2018-03-13
DCDS,46556.4,2018-03-14
VCBFBCF,20741.39,2018-03-14
DCDS,46627.92,2018-03-15
DCDS,46527.58,2018-03-16
DCDS,47051.61,2018-03-19
DCDS,47377.65,2018-03-20
DCDS,47600.29,2018-03-21
VCBFBCF,20801.57,2018-03-21
DCDS,47675.55,2018-03-22
DCDS,47664.94,2018-03-23
DCDS,47002.43,2018-03-26
DCDS,47619.65,2018-03-27
DCDS,47833.01,2018-03-28
VCBFBCF,20711.51,2018-03-28
DCDS,47917.01,2018-03-29
DCDS,47868.68,2018-03-30
VCBFBCF,20604.67,2018-03-31
DCDS,48260.36,2018-04-01
DCDS,48258.35,2018-04-02
DCDS,48984.85,2018-04-03
DCDS,48678.67,2018-04-04
VCBFBCF,20637.64,2018-04-04
DCDS,48825.42,2018-04-05
DCDS,48962.75,2018-04-06
DCDS,49162.07,2018-04-09
DCDS,49328.49,2018-04-10
DCDS,49190.14,2018-04-11
VCBFBCF,20686.91,2018-04-11
DCDS,48183.1,2018-04-12
DCDS,48446.54,2018-04-13
DCDS,47899.96,2018-04-16
DCDS,47647.52,2018-04-17
DCDS,47802.79,2018-04-18
VCBFBCF,20172.83,2018-04-18
DCDS,47332.24,2018-04-19
DCDS,45944.72,2018-04-20
DCDS,46688.42,2018-04-23
DCDS,45119.73,2018-04-24
DCDS,45027.49,2018-04-26
VCBFBCF,19026.1,2018-04-26
DCDS,43658.66,2018-04-27
VCBFBCF,18911.09,2018-04-30
DCDS,44194.98,2018-05-01
DCDS,44193.17,2018-05-02
VCBFBCF,18910.18,2018-05-02
DCDS,43649.62,2018-05-03
DCDS,43733.78,2018-05-04
DCDS,43699.39,2018-05-07
DCDS,45062.58,2018-05-08
DCDS,44756.15,2018-05-09
VCBFBCF,19067.34,2018-05-09
DCDS,44423.94,2018-05-10
DCDS,43449.77,2018-05-11
DCDS,44058.49,2018-05-14
DCDS,44427.64,2018-05-15
DCDS,44507.02,2018-05-16
VCBFBCF,19211.06,2018-05-16
DCDS,43818.7,2018-05-17
DCDS,43240.46,2018-05-18
DCDS,43422.01,2018-05-21
DCDS,42912.22,2018-05-22
DCDS,41867.17,2018-05-23
VCBFBCF,18378.44,2018-05-23
DCDS,42056.03,2018-05-24
DCDS,41811.92,2018-05-25
DCDS,41043.86,2018-05-28
DCDS,39406.08,2018-05-29
DCDS,40385.73,2018-05-30
VCBFBCF,18059.76,2018-05-30
DCDS,40331.49,2018-05-31
VCBFBCF,18214.38,2018-05-31
DCDS,41256.12,2018-06-01
DCDS,41971.9,2018-06-04
DCDS,42507.28,2018-06-05
DCDS,42695.9,2018-06-06
VCBFBCF,18868.82,2018-06-06
DCDS,43220.17,2018-06-07
DCDS,43392.38,2018-06-08
DCDS,43738.09,2018-06-11
DCDS,43874.51,2018-06-12
DCDS,43129.62,2018-06-13
VCBFBCF,18823.57,2018-06-13
DCDS,43296.05,2018-06-14
DCDS,42806.42,2018-06-15
DCDS,42922.4,2018-06-18
DCDS,41573.67,2018-06-19
DCDS,40413.3,2018-06-20
VCBFBCF,18016.21,2018-06-20
DCDS,41186.79,2018-06-21
DCDS,40789.24,2018-06-22
DCDS,41448.47,2018-06-25
DCDS,41579.54,2018-06-26
DCDS,41256.74,2018-06-27
VCBFBCF,18464.6,2018-06-27
DCDS,40583.39,2018-06-28
DCDS,39819.95,2018-06-29
VCBFBCF,18028.73,2018-06-30
DCDS,39670.84,2018-07-01
DCDS,39670.18,2018-07-02
DCDS,38784.51,2018-07-03
DCDS,37339.3,2018-07-04
VCBFBCF,17087.84,2018-07-04
DCDS,37842.75,2018-07-05
DCDS,37328.07,2018-07-06
DCDS,38271.74,2018-07-09
DCDS,38038.58,2018-07-10
DCDS,38128.96,2018-07-11
VCBFBCF,17159.62,2018-07-11
DCDS,37179.02,2018-07-12
DCDS,37370.5,2018-07-13
DCDS,37948.65,2018-07-16
DCDS,38166.39,2018-07-17
DCDS,38742.17,2018-07-18
VCBFBCF,17504.17,2018-07-18
DCDS,39365.83,2018-07-19
DCDS,39329.94,2018-07-20
DCDS,39281.47,2018-07-23
DCDS,38965.03,2018-07-24
DCDS,38651.2,2018-07-25
VCBFBCF,17831.3,2018-07-25
DCDS,38374.83,2018-07-26
DCDS,38432.64,2018-07-27
DCDS,38841.25,2018-07-30
DCDS,39306.14,2018-07-31
VCBFBCF,18195.11,2018-07-31
DCDS,39470.73,2018-08-01
DCDS,39243.59,2018-08-02
DCDS,39320.43,2018-08-03
DCDS,39314.05,2018-08-06
DCDS,39146.13,2018-08-07
DCDS,39068.45,2018-08-08
VCBFBCF,17884.46,2018-08-08
DCDS,39393.01,2018-08-09
DCDS,39509.86,2018-08-10
DCDS,39639.27,2018-08-13
DCDS,40001.92,2018-08-14
DCDS,40119.96,2018-08-15
VCBFBCF,18418.36,2018-08-15
DCDS,39517.84,2018-08-16
DCDS,39633.12,2018-08-17
DCDS,39585.51,2018-08-20
DCDS,39552.07,2018-08-21
DCDS,40027.66,2018-08-22
VCBFBCF,18437.25,2018-08-22
DCDS,40083.41,2018-08-23
DCDS,40118.87,2018-08-24
DCDS,40166.88,2018-08-27
DCDS,40314.89,2018-08-28
DCDS,40439.42,2018-08-29
VCBFBCF,18687.8,2018-08-29
DCDS,40358.99,2018-08-30
DCDS,40678.26,2018-08-31
VCBFBCF,18799.84,2018-08-31
DCDS,40386.64,2018-09-01
DCDS,40385.24,2018-09-04
DCDS,39814.89,2018-09-05
VCBFBCF,18608.64,2018-09-05
DCDS,39511.34,2018-09-06
DCDS,39216.1,2018-09-07
DCDS,39678.26,2018-09-10
DCDS,39556.3,2018-09-11
DCDS,39970.8,2018-09-12
VCBFBCF,18786.28,2018-09-12
DCDS,39922.3,2018-09-13
DCDS,40059.01,2018-09-14
DCDS,40214.31,2018-09-17
DCDS,40035.19,2018-09-18
DCDS,40250.28,2018-09-19
VCBFBCF,19237.44,2018-09-19
DCDS,40440.99,2018-09-20
DCDS,40832.73,2018-09-21
DCDS,41184.54,2018-09-24
DCDS,41297.97,2018-09-25
DCDS,41224.52,2018-09-26
VCBFBCF,19680.04,2018-09-26
DCDS,41186.25,2018-09-27
DCDS,41449.71,2018-09-28
VCBFBCF,19841.26,2018-09-30
DCDS,41558.24,2018-10-01
DCDS,41347.88,2018-10-02
DCDS,41312.26,2018-10-03
VCBFBCF,19862.73,2018-10-03
DCDS,41490.0,2018-10-04
DCDS,41758.8,2018-10-05
DCDS,41329.31,2018-10-08
DCDS,41131.86,2018-10-09
DCDS,41173.34,2018-10-10
VCBFBCF,19839.81,2018-10-10
DCDS,41171.75,2018-10-11
DCDS,39222.87,2018-10-12
DCDS,40060.37,2018-10-15
DCDS,39387.25,2018-10-16
DCDS,39713.37,2018-10-17
VCBFBCF,19044.0,2018-10-17
DCDS,39980.54,2018-10-18
DCDS,39687.52,2018-10-19
DCDS,39529.45,2018-10-22
DCDS,39221.16,2018-10-23
DCDS,38441.6,2018-10-24
VCBFBCF,18301.39,2018-10-24
DCDS,37751.0,2018-10-25
DCDS,37252.45,2018-10-26
DCDS,36720.74,2018-10-29
DCDS,36212.83,2018-10-30
DCDS,36354.02,2018-10-31
VCBFBCF,17598.95,2018-10-31
VCBFBCF,18029.91,2018-10-31
DCDS,37522.71,2018-11-01
DCDS,37136.13,2018-11-02
DCDS,37830.19,2018-11-05
DCDS,37806.15,2018-11-06
DCDS,37544.49,2018-11-07
VCBFBCF,18180.5,2018-11-07
DCDS,37489.11,2018-11-08
DCDS,37515.39,2018-11-09
DCDS,36849.59,2018-11-12
DCDS,37085.7,2018-11-13
DCDS,36606.54,2018-11-14
VCBFBCF,17813.51,2018-11-14
DCDS,36365.73,2018-11-15
DCDS,36197.06,2018-11-16
DCDS,36473.68,2018-11-19
DCDS,37083.18,2018-11-20
DCDS,37140.41,2018-11-21
VCBFBCF,18098.57,2018-11-21
DCDS,37260.52,2018-11-22
DCDS,37367.18,2018-11-23
DCDS,37010.14,2018-11-26
DCDS,37072.16,2018-11-27
DCDS,37007.06,2018-11-28
VCBFBCF,18081.46,2018-11-28
DCDS,37247.55,2018-11-29
DCDS,37042.88,2018-11-30
VCBFBCF,18145.9,2018-11-30
DCDS,37044.63,2018-12-01
DCDS,37044.21,2018-12-03
DCDS,38093.41,2018-12-04
DCDS,38214.95,2018-12-05
VCBFBCF,18756.06,2018-12-05
DCDS,38247.12,2018-12-06
DCDS,38155.41,2018-12-07
DCDS,38335.72,2018-12-10
DCDS,38086.62,2018-12-11
DCDS,38059.27,2018-12-12
VCBFBCF,18651.58,2018-12-12
DCDS,38428.34,2018-12-13
DCDS,38390.69,2018-12-14
DCDS,38067.37,2018-12-17
DCDS,37393.63,2018-12-18
DCDS,37465.48,2018-12-19
VCBFBCF,18155.13,2018-12-19
DCDS,37293.35,2018-12-20
DCDS,37257.11,2018-12-21
DCDS,37106.32,2018-12-24
DCDS,36932.82,2018-12-25
DCDS,36529.98,2018-12-26
VCBFBCF,17479.23,2018-12-26
DCDS,36423.11,2018-12-27
DCDS,36847.31,2018-12-28
VCBFBCF,17760.77,2018-12-31
DCDS,36842.79,2019-01-01
DCDS,36842.7,2019-01-02
VCBFBCF,17759.75,2019-01-02
DCDS,36481.41,2019-01-03
DCDS,35866.3,2019-01-04
DCDS,35960.98,2019-01-07
DCDS,36233.57,2019-01-08
DCDS,36102.06,2019-01-09
VCBFBCF,17391.64,2019-01-09
DCDS,36464.59,2019-01-10
DCDS,36472.72,2019-01-11
DCDS,36473.39,2019-01-14
DCDS,36406.02,2019-01-15
DCDS,36682.59,2019-01-16
VCBFBCF,17724.51,2019-01-16
DCDS,36945.08,2019-01-17
DCDS,36762.22,2019-01-18
DCDS,36721.29,2019-01-21
DCDS,36929.5,2019-01-22
DCDS,36731.38,2019-01-23
VCBFBCF,17715.69,2019-01-23
DCDS,36720.42,2019-01-24
DCDS,36765.84,2019-01-25
DCDS,36766.04,2019-01-28
DCDS,36830.07,2019-01-29
DCDS,37016.91,2019-01-30
VCBFBCF,17878.06,2019-01-30
DCDS,36958.62,2019-01-31
VCBFBCF,17953.7,2019-01-31
DCDS,36859.69,2019-02-01
VCBFBCF,17946.37,2019-02-06
DCDS,36855.14,2019-02-11
VCBFBCF,17941.15,2019-02-11
DCDS,37419.66,2019-02-12
DCDS,37600.13,2019-02-13
VCBFBCF,18284.49,2019-02-13
DCDS,37876.99,2019-02-14
DCDS,37901.02,2019-02-15
DCDS,37933.74,2019-02-18
DCDS,38186.39,2019-02-19
DCDS,38241.36,2019-02-20
VCBFBCF,18495.29,2019-02-20
DCDS,38446.32,2019-02-21
DCDS,38827.15,2019-02-22
DCDS,38977.75,2019-02-25
DCDS,39197.41,2019-02-26
DCDS,38930.74,2019-02-27
VCBFBCF,18773.48,2019-02-27
DCDS,38903.52,2019-02-28
VCBFBCF,18538.58,2019-02-28
DCDS,38209.93,2019-03-01
DCDS,38630.75,2019-03-04
DCDS,39135.51,2019-03-05
DCDS,38995.91,2019-03-06
VCBFBCF,18909.4,2019-03-06
DCDS,39036.76,2019-03-07
DCDS,39020.29,2019-03-08
DCDS,38721.18,2019-03-11
DCDS,38731.58,2019-03-12
DCDS,39279.55,2019-03-13
VCBFBCF,19136.9,2019-03-13
DCDS,39492.31,2019-03-14
DCDS,39571.3,2019-03-15
DCDS,39404.29,2019-03-18
DCDS,39610.91,2019-03-19
DCDS,39400.66,2019-03-20
VCBFBCF,19058.68,2019-03-20
DCDS,39240.89,2019-03-21
DCDS,38692.63,2019-03-22
DCDS,38858.74,2019-03-25
DCDS,38156.31,2019-03-26
DCDS,38207.27,2019-03-27
VCBFBCF,18631.41,2019-03-27
DCDS,38437.67,2019-03-28
DCDS,38615.0,2019-03-29
VCBFBCF,18747.98,2019-03-31
DCDS,38584.84,2019-04-01
DCDS,38723.12,2019-04-02
DCDS,38651.9,2019-04-03
VCBFBCF,18733.97,2019-04-03
DCDS,38621.05,2019-04-04
DCDS,38739.56,2019-04-05
DCDS,38798.38,2019-04-08
DCDS,39017.06,2019-04-09
DCDS,38798.16,2019-04-10
VCBFBCF,18767.97,2019-04-10
DCDS,38489.24,2019-04-11
DCDS,38543.86,2019-04-12
DCDS,38531.33,2019-04-16
DCDS,38276.8,2019-04-17
VCBFBCF,18663.38,2019-04-17
DCDS,38226.27,2019-04-18
DCDS,37976.7,2019-04-19
DCDS,38079.03,2019-04-22
DCDS,38026.14,2019-04-23
DCDS,38058.15,2019-04-24
VCBFBCF,18304.1,2019-04-24
DCDS,38410.19,2019-04-25
DCDS,38347.56,2019-04-26
VCBFBCF,18612.83,2019-04-30
DCDS,38596.31,2019-05-01
DCDS,38595.99,2019-05-02
VCBFBCF,18611.8,2019-05-02
DCDS,38652.74,2019-05-03
DCDS,38590.31,2019-05-06
DCDS,37938.89,2019-05-07
DCDS,38057.25,2019-05-08
VCBFBCF,18338.22,2019-05-08
DCDS,37798.76,2019-05-09
DCDS,37620.09,2019-05-10
DCDS,37719.17,2019-05-13
DCDS,37895.9,2019-05-14
DCDS,38012.98,2019-05-15
VCBFBCF,18551.01,2019-05-15
DCDS,38380.44,2019-05-16
DCDS,38276.69,2019-05-17
DCDS,38257.91,2019-05-20
DCDS,38728.32,2019-05-21
DCDS,38738.11,2019-05-22
VCBFBCF,18635.79,2019-05-22
DCDS,38713.33,2019-05-23
DCDS,38823.7,2019-05-24
DCDS,38474.89,2019-05-27
DCDS,38468.84,2019-05-28
DCDS,38469.09,2019-05-29
VCBFBCF,18617.1,2019-05-29
DCDS,38359.68,2019-05-30
DCDS,38290.07,2019-05-31
VCBFBCF,18217.92,2019-05-31
DCDS,37916.36,2019-06-01
DCDS,37915.71,2019-06-03
DCDS,37423.27,2019-06-04
DCDS,37584.27,2019-06-05
VCBFBCF,17896.41,2019-06-05
DCDS,37628.82,2019-06-06
DCDS,37538.9,2019-06-07
DCDS,37962.01,2019-06-10
DCDS,38040.69,2019-06-11
DCDS,38105.08,2019-06-12
VCBFBCF,18181.65,2019-06-12
DCDS,37907.27,2019-06-13
DCDS,37702.0,2019-06-14
DCDS,37789.53,2019-06-17
DCDS,37518.34,2019-06-18
DCDS,37513.38,2019-06-19
VCBFBCF,17746.25,2019-06-19
DCDS,37727.7,2019-06-20
DCDS,38147.37,2019-06-21
DCDS,38196.98,2019-06-24
DCDS,38195.74,2019-06-25
DCDS,38125.36,2019-06-26
VCBFBCF,17934.03,2019-06-26
DCDS,38087.29,2019-06-27
DCDS,37633.45,2019-06-28
VCBFBCF,18023.79,2019-06-30
DCDS,38001.51,2019-07-01
DCDS,38422.02,2019-07-02
DCDS,38354.51,2019-07-03
VCBFBCF,18121.21,2019-07-03
DCDS,38246.57,2019-07-04
DCDS,38596.87,2019-07-05
DCDS,38634.9,2019-07-08
DCDS,38275.33,2019-07-09
DCDS,38464.04,2019-07-10
VCBFBCF,18260.59,2019-07-10
DCDS,38580.87,2019-07-11
DCDS,38741.2,2019-07-12
DCDS,38709.55,2019-07-15
DCDS,38816.63,2019-07-16
DCDS,39111.36,2019-07-17
VCBFBCF,18422.92,2019-07-17
DCDS,39136.8,2019-07-18
DCDS,39099.56,2019-07-19
DCDS,39433.34,2019-07-22
DCDS,39606.97,2019-07-23
DCDS,39890.68,2019-07-24
